District,RepName,Score,State,Year
7,Harris,50,Alabama,1990
1,Young,0,Alaska,1990
1,Rhodes,13,Arizona,1990
2,Udall,NA,Arizona,1990
3,Stump,13,Arizona,1990
4,Kyl,15,Arizona,1990
5,Kolbe,13,Arizona,1990
1,Alexander,25,Arkansas,1990
2,Robinson,13,Arkansas,1990
3,Hammerschmidt,25,Arkansas,1990
4,Anthony,75,Arkansas,1990
1,Bosco,75,California,1990
2,Herger,NA,California,1990
3,Matsui,63,California,1990
4,Fazio,50,California,1990
5,Pelosi,88,California,1990
6,Boxer,88,California,1990
7,Miller,88,California,1990
8,Dellums,88,California,1990
9,Stark,88,California,1990
10,Edwards,88,California,1990
11,Lantos,75,California,1990
12,Campbell,100,California,1990
13,Mineta,75,California,1990
14,Shumway,0,California,1990
15,Condit,35,California,1990
16,Panetta,63,California,1990
17,Pashayan,0,California,1990
18,Lehman,63,California,1990
19,Lagomarsino,38,California,1990
20,Thomas,13,California,1990
21,Gallegly,38,California,1990
22,Moorhead,13,California,1990
23,Beilenson,88,California,1990
24,Waxman,88,California,1990
25,Roybal,50,California,1990
26,Berman,63,California,1990
27,Levine,88,California,1990
28,Dixon,63,California,1990
29,Hawkins,63,California,1990
30,Martinez,63,California,1990
31,Dymally,88,California,1990
32,Anderson,50,California,1990
33,Dreier,50,California,1990
34,Torres,88,California,1990
35,Lewis,0,California,1990
36,Brown,50,California,1990
37,McCandless,13,California,1990
38,Dornan,NA,California,1990
39,Dannemeyer,25,California,1990
40,Cox,50,California,1990
41,Lowery,13,California,1990
42,Rohrahacker,NA,California,1990
43,Packard,0,California,1990
44,Bates,100,California,1990
45,Hunter,0,California,1990
1,Schroeder,88,Colorado,1990
2,Skaggs,88,Colorado,1990
3,Campbell,13,Colorado,1990
4,Brown,NA,Colorado,1990
5,Hefley,38,Colorado,1990
6,Shaefer,NA,Colorado,1990
1,Kennelley,88,Connecticut,1990
2,Gejdenson,NA,Connecticut,1990
3,Morrison,63,Connecticut,1990
4,Shays,100,Connecticut,1990
5,Rowland,75,Connecticut,1990
6,Johnson,NA,Connecticut,1990
1,Carper,75,Delaware,1990
1,Hutto,25,Florida,1990
2,Grant,38,Florida,1990
3,Bennett,88,Florida,1990
4,James,75,Florida,1990
5,McCollum,38,Florida,1990
6,Stearns,63,Florida,1990
7,Gibbons,88,Florida,1990
8,Young,38,Florida,1990
9,Bilirakis,63,Florida,1990
10,Ireland,38,Florida,1990
11,Nelson,13,Florida,1990
12,Lewis,13,Florida,1990
13,Goss,63,Florida,1990
14,Johnston,100,Florida,1990
15,Shaw,50,Florida,1990
16,Smith,75,Florida,1990
17,Lehman,75,Florida,1990
18,Ros-Lehman,88,Florida,1990
19,Fascell,88,Florida,1990
1,Thomas,50,Georgia,1990
2,Hatcher,25,Georgia,1990
3,Ray,50,Georgia,1990
4,Jones,50,Georgia,1990
5,Lewis,88,Georgia,1990
6,Gingrich,13,Georgia,1990
7,Darden,50,Georgia,1990
8,Rowland,50,Georgia,1990
9,Jenkins,50,Georgia,1990
10,Barnard,38,Georgia,1990
1,Saiki,63,Hawaii,1990
2,Akaka,NA,Hawaii,1990
1,Craig,0,Idaho,1990
2,Stallings,25,Idaho,1990
1,Hayes,88,Illinois,1990
2,Savage,75,Illinois,1990
3,Russo,100,Illinois,1990
4,Sangmeister,88,Illinois,1990
5,Lipinski,63,Illinois,1990
6,Hyde,25,Illinois,1990
7,Collins,88,Illinois,1990
8,Rostenkowski,63,Illinois,1990
9,Yates,88,Illinois,1990
10,Porter,75,Illinois,1990
11,Annunzio,63,Illinois,1990
12,"Crane, P.",50,Illinois,1990
13,Fawell,63,Illinois,1990
14,Hastert,38,Illinois,1990
15,Madigan,13,Illinois,1990
16,Martin,75,Illinois,1990
17,Evans,100,Illinois,1990
18,Michel,25,Illinois,1990
19,Bruce,88,Illinois,1990
20,Durbin,63,Illinois,1990
21,Costello,100,Illinois,1990
22,Poshard,100,Illinois,1990
1,Visclosky,75,Indiana,1990
2,Sharp ,88,Indiana,1990
3,Hiler,50,Indiana,1990
4,Long,88,Indiana,1990
5,Jontz,100,Indiana,1990
6,Burton,38,Indiana,1990
7,Myers,13,Indiana,1990
8,McCloskey,88,Indiana,1990
9,Hamilton,88,Indiana,1990
10,Jacobs,100,Indiana,1990
1,Leach,100,Iowa,1990
2,Tauke,75,Iowa,1990
3,Nagle,75,Iowa,1990
4,Smith,25,Iowa,1990
5,Lightfoot,13,Iowa,1990
6,Grandy,25,Iowa,1990
1,Roberts,25,Kansas,1990
2,Slattery,100,Kansas,1990
3,Meyers,75,Kansas,1990
4,Glickman,100,Kansas,1990
5,Whittaker,13,Kansas,1990
1,Hubbard,38,Kentucky,1990
2,Natcher,NA,Kentucky,1990
3,Mazzoli,75,Kentucky,1990
4,Bunning,NA,Kentucky,1990
5,Rogers,13,Kentucky,1990
6,Hopkins,NA,Kentucky,1990
7,Perkins,50,Kentucky,1990
1,Livingston,25,Louisiana,1990
2,Boggs,63,Louisiana,1990
3,Tauzin,50,Louisiana,1990
4,McCrery,25,Louisiana,1990
5,Huckaby,50,Louisiana,1990
6,Baker,13,Louisiana,1990
7,Hayes,38,Louisiana,1990
8,Holloway,13,Louisiana,1990
1,Brennan,88,Maine,1990
2,Snowe,88,Maine,1990
1,Dyson,50,Maryland,1990
2,Bentley,NA,Maryland,1990
3,Cardin,88,Maryland,1990
4,McMillen,NA,Maryland,1990
5,Hoyer,75,Maryland,1990
6,Byron,50,Maryland,1990
7,Mfume,88,Maryland,1990
8,Morella,38,Maryland,1990
1,Conte,75,Massachusetts,1990
2,Neal,88,Massachusetts,1990
3,Early,75,Massachusetts,1990
4,Frank,63,Massachusetts,1990
5,Atkins,88,Massachusetts,1990
6,Mavroules,63,Massachusetts,1990
7,Markey,88,Massachusetts,1990
8,Kennedy,88,Massachusetts,1990
9,Moakley,75,Massachusetts,1990
10,Studds,100,Massachusetts,1990
11,Donnelly,88,Massachusetts,1990
1,Conyers,75,Michigan,1990
2,Pursell,50,Michigan,1990
3,Wolpe,100,Michigan,1990
4,Upton,50,Michigan,1990
5,Henry,75,Michigan,1990
6,Carr,63,Michigan,1990
7,Kildee,100,Michigan,1990
8,Traxler,38,Michigan,1990
9,Vander Jagt,38,Michigan,1990
10,Schuette,25,Michigan,1990
11,Davis,63,Michigan,1990
12,Bonior,NA,Michigan,1990
13,Crockett,38,Michigan,1990
14,Hertel,100,Michigan,1990
15,Ford,63,Michigan,1990
16,Dingell,63,Michigan,1990
17,Levin,63,Michigan,1990
18,Broomfield,50,Michigan,1990
1,Penny,75,Minnesota,1990
2,Weber,50,Minnesota,1990
3,Frenzel,63,Minnesota,1990
4,Vento,75,Minnesota,1990
5,Sabo,75,Minnesota,1990
6,Sikorski,100,Minnesota,1990
7,Stangeland,0,Minnesota,1990
8,Oberstar,75,Minnesota,1990
1,Whitten,38,Mississippi,1990
2,Espy,15,Mississippi,1990
3,Montgomery,25,Mississippi,1990
4,Parker,10,Mississippi,1990
5,Taylor,50,Mississippi,1990
1,Clay,63,Missouri,1990
2,Buechner,63,Missouri,1990
3,Gephardt,75,Missouri,1990
4,Skelton,50,Missouri,1990
5,Wheat,88,Missouri,1990
6,Coleman,25,Missouri,1990
7,Hancock,25,Missouri,1990
8,Emerson,0,Missouri,1990
9,Volkmer,50,Missouri,1990
1,Williams,50,Montana,1990
2,Marlenee,0,Montana,1990
1,Bereuter,13,Nebraska,1990
2,Hoagland,100,Nebraska,1990
3,Smith,0,Nebraska,1990
1,Bilbray,75,Nevada,1990
2,Vucanovich,0,Nevada,1990
1,Smith,75,New Hampshire,1990
2,Douglass,88,New Hampshire,1990
1,Florio,NA,New Jersey,1990
2,Hughes,75,New Jersey,1990
3,Pallone,88,New Jersey,1990
4,Smith,88,New Jersey,1990
5,Roukema,63,New Jersey,1990
6,Dwyer,75,New Jersey,1990
7,Rinaldo,88,New Jersey,1990
8,Roe ,75,New Jersey,1990
9,Torricelli,88,New Jersey,1990
10,Payne,75,New Jersey,1990
11,Gallo,63,New Jersey,1990
12,Courter,38,New Jersey,1990
13,Saxton,75,New Jersey,1990
14,Guarini,88,New Jersey,1990
1,Schiff,13,New Mexico,1990
2,Skeen,0,New Mexico,1990
3,Richardson,75,New Mexico,1990
1,Hochbrueckner,75,New York,1990
2,Downey,88,New York,1990
3,Mrazek,88,New York,1990
4,Lent,50,New York,1990
5,McGrath,75,New York,1990
6,Flake,62,New York,1990
7,Ackerman,88,New York,1990
8,Scheuer,5,New York,1990
9,Manton,63,New York,1990
10,Schumer,75,New York,1990
11,Towns,63,New York,1990
12,Owens,75,New York,1990
13,Solarz,88,New York,1990
14,Molinari,NA,New York,1990
15,Green,100,New York,1990
16,Rangel,50,New York,1990
17,Weiss,100,New York,1990
18,Serrano,75,New York,1990
19,Engel,75,New York,1990
20,Lowey,88,New York,1990
21,Fish,75,New York,1990
22,Gilman,100,New York,1990
23,McNulty,63,New York,1990
24,Solomon,75,New York,1990
25,Boehlert,100,New York,1990
26,Martin,50,New York,1990
27,Walsh,75,New York,1990
28,McHugh,63,New York,1990
29,Horton,63,New York,1990
30,Slaughter,88,New York,1990
31,Paxon,38,New York,1990
32,LaFalce,88,New York,1990
33,Nowak,75,New York,1990
34,Houghton,63,New York,1990
1,Jones,75,North Carolina,1990
2,Valentine,88,North Carolina,1990
3,Lancaster,75,North Carolina,1990
4,Price,88,North Carolina,1990
5,Neal,88,North Carolina,1990
6,Coble,63,North Carolina,1990
7,Rose ,75,North Carolina,1990
8,Hefner,75,North Carolina,1990
9,McMillan,38,North Carolina,1990
10,Ballenger,38,North Carolina,1990
11,Clarke,88,North Carolina,1990
1,Dorgan,38,North Dakota,1990
1,Luken,63,Ohio,1990
2,Gradison,25,Ohio,1990
3,Hall,88,Ohio,1990
4,Oxley,38,Ohio,1990
5,Gilmore,50,Ohio,1990
6,McEwen,38,Ohio,1990
7,DeWine,50,Ohio,1990
8,Lukens,0,Ohio,1990
9,Kaptur,NA,Ohio,1990
10,Miller,13,Ohio,1990
11,Eckart,88,Ohio,1990
12,Kasich,50,Ohio,1990
13,Pease,25,Ohio,1990
14,Sawyer,88,Ohio,1990
15,Wylie,38,Ohio,1990
16,Regula,38,Ohio,1990
17,Traficant,75,Ohio,1990
18,Appelgate,75,Ohio,1990
19,Feighan,88,Ohio,1990
20,Oaker,63,Ohio,1990
21,Stokes,75,Ohio,1990
1,Inhofe,13,Oklahoma,1990
2,Synar,75,Oklahoma,1990
3,Watkins,25,Oklahoma,1990
4,McCurdy,NA,Oklahoma,1990
5,Edwards,13,Oklahoma,1990
6,English,NA,Oklahoma,1990
1,AuCoin,50,Oregon,1990
2,"Smith, R.",0,Oregon,1990
3,Wyden,88,Oregon,1990
4,DeFazio,88,Oregon,1990
5,"Smith, D. ",0,Oregon,1990
1,Foglietta,88,Pennsylvania,1990
2,Gray,75,Pennsylvania,1990
3,Borski,88,Pennsylvania,1990
4,Kolter,50,Pennsylvania,1990
5,Schulze,38,Pennsylvania,1990
6,Yatron,63,Pennsylvania,1990
7,Weldon,88,Pennsylvania,1990
8,Kostmayer,100,Pennsylvania,1990
9,Shuster,13,Pennsylvania,1990
10,McDade,38,Pennsylvania,1990
11,Kanjorski,88,Pennsylvania,1990
12,Murtha,75,Pennsylvania,1990
13,Coughlin,63,Pennsylvania,1990
14,"Coyne, W.",75,Pennsylvania,1990
15,Ritter,50,Pennsylvania,1990
16,Walker,50,Pennsylvania,1990
17,Gekas,25,Pennsylvania,1990
18,Walgren,88,Pennsylvania,1990
19,Goodling,25,Pennsylvania,1990
20,Gaydos,75,Pennsylvania,1990
21,Ridge,75,Pennsylvania,1990
22,Murphy,75,Pennsylvania,1990
23,Clinger,25,Pennsylvania,1990
1,Machtley,88,Rhode Island,1990
2,Schneider,100,Rhode Island,1990
1,Ravenel,63,South Carolina,1990
2,Spence,50,South Carolina,1990
3,Derrick,63,South Carolina,1990
4,Patterson,50,South Carolina,1990
5,Spratt,75,South Carolina,1990
6,Tallon,63,South Carolina,1990
1,Johnson,75,South Dakota,1990
1,Quillen,13,Tennessee,1990
2,Duncan,NA,Tennessee,1990
3,Lloyd,63,Tennessee,1990
4,Cooper,75,Tennessee,1990
5,Clement,75,Tennessee,1990
6,Gordon,75,Tennessee,1990
7,Sundquist,38,Tennessee,1990
8,Tanner,50,Tennessee,1990
9,Ford,63,Tennessee,1990
1,Chapman,38,Texas,1990
2,Wilson,63,Texas,1990
3,Bartlett,38,Texas,1990
4,"Hall, R.",0,Texas,1990
5,Bryant,75,Texas,1990
6,Barton,25,Texas,1990
7,Reynolds,50,Texas,1990
8,Fields,25,Texas,1990
9,Brooks,75,Texas,1990
10,Pickle,75,Texas,1990
11,Leath,15,Texas,1990
12,Geren,13,Texas,1990
13,Sarpalius,38,Texas,1990
14,Laughlin,25,Texas,1990
15,de la Garza,38,Texas,1990
16,Coleman,50,Texas,1990
17,Stenholm,25,Texas,1990
18,Washington,63,Texas,1990
19,Combest,13,Texas,1990
20,Gonzalez,63,Texas,1990
21,Smith,38,Texas,1990
22,DeLay,38,Texas,1990
23,Bustamante,50,Texas,1990
24,Frost,63,Texas,1990
25,Andrews,75,Texas,1990
26,Armey,38,Texas,1990
27,Ortiz,25,Texas,1990
1,Hansen,0,Utah,1990
2,Owens,88,Utah,1990
3,Nielson,0,Utah,1990
1,Smith,100,Vermont,1990
1,Bateman,13,Virginia,1990
2,Pickett,38,Virginia,1990
3,Bliley,25,Virginia,1990
4,Sisisky,50,Virginia,1990
5,Payne,50,Virginia,1990
6,Olin,25,Virginia,1990
7,Slaughter,13,Virginia,1990
8,Parris,13,Virginia,1990
9,Boucher,50,Virginia,1990
10,Wolf,38,Virginia,1990
1,Miller,88,Washington,1990
2,Swift,50,Washington,1990
3,Unsoeld,75,Washington,1990
4,Morrison,0,Washington,1990
5,Foley,NA,Washington,1990
6,Dicks,75,Washington,1990
7,McDermott,88,Washington,1990
8,Chandler,25,Washington,1990
1,Mollohan,38,West Virginia,1990
2,Staggers,38,West Virginia,1990
3,Wise,50,West Virginia,1990
4,Rahall,75,West Virginia,1990
1,Aspin,63,Wisconsin,1990
2,Kastenmeier,88,Wisconsin,1990
3,Gunderson,50,Wisconsin,1990
4,Kleczka,63,Wisconsin,1990
5,Moody,88,Wisconsin,1990
6,Petri,75,Wisconsin,1990
7,Obey,75,Wisconsin,1990
8,Roth,50,Wisconsin,1990
9,Sensenbrenner,63,Wisconsin,1990
1,Thomas,13,Wyoming,1990
1,Callahan,0,Alabama,1991
2,Dickinson,8,Alabama,1991
3,Browder,38,Alabama,1991
4,Bevill,23,Alabama,1991
5,Flippo,46,Alabama,1991
6,Erdreich,62,Alabama,1991
7,Harris,31,Alabama,1991
1,Young,0,Alaska,1991
1,Rhodes,0,Arizona,1991
2,Pastor,50,Arizona,1991
3,Stump,0,Arizona,1991
4,Kyl,0,Arizona,1991
5,Kolbe,15,Arizona,1991
1,Alexander,38,Arkansas,1991
2,Robinson,38,Arkansas,1991
3,Hammerschmidt,0,Arkansas,1991
4,Anthony,23,Arkansas,1991
1,Riggs,31,California,1991
2,Herger,0,California,1991
3,Matsui,77,California,1991
4,Fazio,69,California,1991
5,Pelosi,92,California,1991
6,Boxer,85,California,1991
7,Miller,85,California,1991
8,Dellums,92,California,1991
9,Stark,100,California,1991
10,Edwards,92,California,1991
11,Lantos,85,California,1991
12,Campbell,69,California,1991
13,Mineta,85,California,1991
14,Doolittle,0,California,1991
15,Condit,38,California,1991
16,Panetta,69,California,1991
17,Dooley,62,California,1991
18,Lehman,54,California,1991
19,Lagomarsino,0,California,1991
20,Thomas,15,California,1991
21,Gallegly,0,California,1991
22,Moorhead,15,California,1991
23,Beilenson,100,California,1991
24,Waxman,92,California,1991
25,Roybal,92,California,1991
26,Berman,92,California,1991
27,Levine,69,California,1991
28,Dixon,85,California,1991
29,Waters,77,California,1991
30,Martinez,62,California,1991
31,Dymally,54,California,1991
32,Anderson,31,California,1991
33,Dreier,31,California,1991
34,Torres,92,California,1991
35,Lewis,8,California,1991
36,Brown,85,California,1991
37,McCandless,8,California,1991
38,Dornan,8,California,1991
39,Dannemeyer,0,California,1991
40,Cox,23,California,1991
41,Lowery,8,California,1991
42,Rohrahacker,15,California,1991
43,Packard,0,California,1991
44,Cunningham,0,California,1991
45,Hunter,0,California,1991
1,Schroeder,92,Colorado,1991
2,Skaggs,85,Colorado,1991
3,Campbell,38,Colorado,1991
4,Allard,0,Colorado,1991
5,Hefley,0,Colorado,1991
6,Shaefer,0,Colorado,1991
1,Kennelley,77,Connecticut,1991
2,Gejdenson,54,Connecticut,1991
3,DeLauro,100,Connecticut,1991
4,Shays,100,Connecticut,1991
5,Franks,15,Connecticut,1991
6,Johnson,38,Connecticut,1991
1,Carper,69,Delaware,1991
1,Hutto,15,Florida,1991
2,Peterson,38,Florida,1991
3,Bennett,69,Florida,1991
4,James,46,Florida,1991
5,McCollum,31,Florida,1991
6,Stearns,15,Florida,1991
7,Gibbons,62,Florida,1991
8,Young,15,Florida,1991
9,Bilirakis,15,Florida,1991
10,Ireland,15,Florida,1991
11,Bacchus,77,Florida,1991
12,Lewis,23,Florida,1991
13,Goss,46,Florida,1991
14,Johnston,92,Florida,1991
15,Shaw,15,Florida,1991
16,Smith,77,Florida,1991
17,Lehman,77,Florida,1991
18,Ros-Lehman,54,Florida,1991
19,Fascell,77,Florida,1991
1,Thomas,46,Georgia,1991
2,Hatcher,46,Georgia,1991
3,Ray,38,Georgia,1991
4,Jones,92,Georgia,1991
5,Lewis,85,Georgia,1991
6,Gingrich,8,Georgia,1991
7,Darden,69,Georgia,1991
8,Rowland,62,Georgia,1991
9,Jenkins,62,Georgia,1991
10,Barnard,46,Georgia,1991
1,Abercrombie,77,Hawaii,1991
2,Mink,92,Hawaii,1991
1,Larocco,54,Idaho,1991
2,Stallings,31,Idaho,1991
1,Hayes,77,Illinois,1991
2,Savage,69,Illinois,1991
3,Russo,62,Illinois,1991
4,Sangmeister,85,Illinois,1991
5,Lipinski,62,Illinois,1991
6,Hyde,8,Illinois,1991
7,Collins,69,Illinois,1991
8,Rostenkowski,54,Illinois,1991
9,Yates,77,Illinois,1991
10,Porter,62,Illinois,1991
11,Annunzio,62,Illinois,1991
12,"Crane, P.",8,Illinois,1991
13,Fawell,62,Illinois,1991
14,Hastert,0,Illinois,1991
15,Ewing,0,Illinois,1991
16,Cox,85,Illinois,1991
17,Evans,85,Illinois,1991
18,Michel,0,Illinois,1991
19,Bruce,38,Illinois,1991
20,Durbin,92,Illinois,1991
21,Costello,38,Illinois,1991
22,Poshard,54,Illinois,1991
1,Visclosky,54,Indiana,1991
2,Sharp ,62,Indiana,1991
3,Roemer,62,Indiana,1991
4,Long,46,Indiana,1991
5,Jontz,100,Indiana,1991
6,Burton,0,Indiana,1991
7,Myers,0,Indiana,1991
8,McCloskey,69,Indiana,1991
9,Hamilton,62,Indiana,1991
10,Jacobs,92,Indiana,1991
1,Leach,46,Iowa,1991
2,Tauke,8,Iowa,1991
3,Nagle,77,Iowa,1991
4,Smith,38,Iowa,1991
5,Lightfoot,0,Iowa,1991
6,Grandy,8,Iowa,1991
1,Roberts,0,Kansas,1991
2,Slattery,54,Kansas,1991
3,Meyers,54,Kansas,1991
4,Glickman,54,Kansas,1991
5,Nichols,8,Kansas,1991
1,Hubbard,38,Kentucky,1991
2,Natcher,46,Kentucky,1991
3,Mazzoli,46,Kentucky,1991
4,Bunning,8,Kentucky,1991
5,Rogers,0,Kentucky,1991
6,Hopkins,8,Kentucky,1991
7,Perkins,38,Kentucky,1991
1,Livingston,0,Louisiana,1991
2,Jefferson,62,Louisiana,1991
3,Tauzin,15,Louisiana,1991
4,McCrery,8,Louisiana,1991
5,Huckaby,38,Louisiana,1991
6,Baker,0,Louisiana,1991
7,Hayes,23,Louisiana,1991
8,Holloway,0,Louisiana,1991
1,Andrews,100,Maine,1991
2,Snowe,62,Maine,1991
1,Gilchrest,54,Maryland,1991
2,Bentley,8,Maryland,1991
3,Cardin,62,Maryland,1991
4,McMillen,77,Maryland,1991
5,Hoyer,69,Maryland,1991
6,Byron,38,Maryland,1991
7,Mfume,85,Maryland,1991
8,Morella,92,Maryland,1991
1,Oliver,89,Massachusetts,1991
2,Neal,69,Massachusetts,1991
3,Early,54,Massachusetts,1991
4,Frank,100,Massachusetts,1991
5,Atkins,85,Massachusetts,1991
6,Mavroules,69,Massachusetts,1991
7,Markey,92,Massachusetts,1991
8,Kennedy,92,Massachusetts,1991
9,Moakley,54,Massachusetts,1991
10,Studds,85,Massachusetts,1991
11,Donnelly,69,Massachusetts,1991
1,Conyers,92,Michigan,1991
2,Pursell,31,Michigan,1991
3,Wolpe,100,Michigan,1991
4,Upton,54,Michigan,1991
5,Henry,54,Michigan,1991
6,Carr,46,Michigan,1991
7,Kildee,77,Michigan,1991
8,Traxler,46,Michigan,1991
9,Vander Jagt,8,Michigan,1991
10,Camp,15,Michigan,1991
11,Davis,15,Michigan,1991
12,Bonior,92,Michigan,1991
13,Collins,62,Michigan,1991
14,Hertel,77,Michigan,1991
15,Ford,69,Michigan,1991
16,Dingell,46,Michigan,1991
17,Levin,77,Michigan,1991
18,Broomfield,15,Michigan,1991
1,Penny,62,Minnesota,1991
2,Weber,15,Minnesota,1991
3,Ramstad,62,Minnesota,1991
4,Vento,69,Minnesota,1991
5,Sabo,77,Minnesota,1991
6,Sikorski,92,Minnesota,1991
7,Peterson,54,Minnesota,1991
8,Oberstar,54,Minnesota,1991
1,Whitten,46,Mississippi,1991
2,Espy,54,Mississippi,1991
3,Montgomery,23,Mississippi,1991
4,Parker,23,Mississippi,1991
5,Taylor,15,Mississippi,1991
1,Clay,65,Missouri,1991
2,Horn,77,Missouri,1991
3,Gephardt,54,Missouri,1991
4,Skelton,23,Missouri,1991
5,Wheat,85,Missouri,1991
6,Coleman,0,Missouri,1991
7,Hancock,0,Missouri,1991
8,Emerson,0,Missouri,1991
9,Volkmer,23,Missouri,1991
1,Williams,54,Montana,1991
2,Marlenee,0,Montana,1991
1,Bereuter,46,Nebraska,1991
2,Hoagland,85,Nebraska,1991
3,Smith,0,Nebraska,1991
1,Bilbray,54,Nevada,1991
2,Vucanovich,0,Nevada,1991
1,Zeliff,23,New Hampshire,1991
2,Swett,77,New Hampshire,1991
1,Andrews,62,New Jersey,1991
2,Hughes,92,New Jersey,1991
3,Pallone,85,New Jersey,1991
4,Smith,62,New Jersey,1991
5,Roukema,54,New Jersey,1991
6,Dwyer,92,New Jersey,1991
7,Rinaldo,62,New Jersey,1991
8,Roe ,31,New Jersey,1991
9,Torricelli,69,New Jersey,1991
10,Payne,92,New Jersey,1991
11,Gallo,38,New Jersey,1991
12,Zimmer,85,New Jersey,1991
13,Saxton,54,New Jersey,1991
14,Guarini,92,New Jersey,1991
1,Schiff,23,New Mexico,1991
2,Skeen,0,New Mexico,1991
3,Richardson,69,New Mexico,1991
1,Hochbrueckner,62,New York,1991
2,Downey,77,New York,1991
3,Mrazek,54,New York,1991
4,Lent,8,New York,1991
5,McGrath,46,New York,1991
6,Flake,69,New York,1991
7,Ackerman,77,New York,1991
8,Scheuer,92,New York,1991
9,Manton,62,New York,1991
10,Schumer,92,New York,1991
11,Towns,85,New York,1991
12,Owens,77,New York,1991
13,Solarz,77,New York,1991
14,Molinari,38,New York,1991
15,Green,77,New York,1991
16,Rangel,77,New York,1991
17,Weiss,85,New York,1991
18,Serrano,85,New York,1991
19,Engel,85,New York,1991
20,Lowey,85,New York,1991
21,Fish,85,New York,1991
22,Gilman,54,New York,1991
23,McNulty,54,New York,1991
24,Solomon,8,New York,1991
25,Boehlert,77,New York,1991
26,Martin,0,New York,1991
27,Walsh,31,New York,1991
28,McHugh,62,New York,1991
29,Horton,54,New York,1991
30,Slaughter,92,New York,1991
31,Paxon,15,New York,1991
32,LaFalce,46,New York,1991
33,Nowak,54,New York,1991
34,Houghton,8,New York,1991
1,Jones,31,North Carolina,1991
2,Valentine,69,North Carolina,1991
3,Lancaster,69,North Carolina,1991
4,Price,92,North Carolina,1991
5,Neal,100,North Carolina,1991
6,Coble,15,North Carolina,1991
7,Rose ,54,North Carolina,1991
8,Hefner,54,North Carolina,1991
9,McMillan,15,North Carolina,1991
10,Ballenger,0,North Carolina,1991
11,Taylor,0,North Carolina,1991
1,Dorgan,15,North Dakota,1991
1,Luken,62,Ohio,1991
2,Gradison,23,Ohio,1991
3,Hall,46,Ohio,1991
4,Oxley,0,Ohio,1991
5,Gilmore,23,Ohio,1991
6,McEwen,0,Ohio,1991
7,Hobson,8,Ohio,1991
8,Boehner,0,Ohio,1991
9,Kaptur,62,Ohio,1991
10,Miller,8,Ohio,1991
11,Eckart,77,Ohio,1991
12,Kasich,23,Ohio,1991
13,Pease,77,Ohio,1991
14,Sawyer,62,Ohio,1991
15,Wylie,8,Ohio,1991
16,Regula,8,Ohio,1991
17,Traficant,62,Ohio,1991
18,Appelgate,31,Ohio,1991
19,Feighan,77,Ohio,1991
20,Oaker,54,Ohio,1991
21,Stokes,77,Ohio,1991
1,Inhofe,0,Oklahoma,1991
2,Synar,77,Oklahoma,1991
3,Brewster,23,Oklahoma,1991
4,McCurdy,54,Oklahoma,1991
5,Edwards,0,Oklahoma,1991
6,English,31,Oklahoma,1991
1,AuCoin,77,Oregon,1991
2,"Smith, R.",0,Oregon,1991
3,Wyden,77,Oregon,1991
4,DeFazio,77,Oregon,1991
5,Kopetski,54,Oregon,1991
1,Foglietta,62,Pennsylvania,1991
2,Blackwell,57,Pennsylvania,1991
2,Gray,40,Pennsylvania,1991
3,Borski,46,Pennsylvania,1991
4,Kolter,31,Pennsylvania,1991
5,Schulze,8,Pennsylvania,1991
6,Yatron,38,Pennsylvania,1991
7,Weldon,46,Pennsylvania,1991
8,Kostmayer,92,Pennsylvania,1991
9,Shuster,0,Pennsylvania,1991
10,McDade,23,Pennsylvania,1991
11,Kanjorski,62,Pennsylvania,1991
12,Murtha,54,Pennsylvania,1991
13,Coughlin,46,Pennsylvania,1991
14,"Coyne, W.",77,Pennsylvania,1991
15,Ritter,31,Pennsylvania,1991
16,Walker,8,Pennsylvania,1991
17,Gekas,8,Pennsylvania,1991
18,Santorum,0,Pennsylvania,1991
19,Goodling,0,Pennsylvania,1991
20,Gaydos,38,Pennsylvania,1991
21,Ridge,8,Pennsylvania,1991
22,Murphy,46,Pennsylvania,1991
23,Clinger,15,Pennsylvania,1991
1,Machtley,77,Rhode Island,1991
2,Reed,92,Rhode Island,1991
1,Ravenel,100,South Carolina,1991
2,Spence,8,South Carolina,1991
3,Derrick,77,South Carolina,1991
4,Patterson,85,South Carolina,1991
5,Spratt,92,South Carolina,1991
6,Tallon,38,South Carolina,1991
1,Johnson,69,South Dakota,1991
1,Quillen,0,Tennessee,1991
2,Duncan,8,Tennessee,1991
3,Lloyd,38,Tennessee,1991
4,Cooper,77,Tennessee,1991
5,Clement,54,Tennessee,1991
6,Gordon,54,Tennessee,1991
7,Sundquist,8,Tennessee,1991
8,Tanner,31,Tennessee,1991
9,Ford,77,Tennessee,1991
1,Chapman,0,Texas,1991
2,Wilson,46,Texas,1991
3,Johnson,9,Texas,1991
4,"Hall, R.",0,Texas,1991
5,Bryant,77,Texas,1991
6,Barton,0,Texas,1991
7,Archer,23,Texas,1991
8,Fields,0,Texas,1991
9,Brooks,38,Texas,1991
10,Pickle,38,Texas,1991
11,Edwards,38,Texas,1991
12,Geren,31,Texas,1991
13,Sarpalius,23,Texas,1991
14,Laughlin,15,Texas,1991
15,de la Garza,31,Texas,1991
16,Coleman,62,Texas,1991
17,Stenholm,8,Texas,1991
18,Washington,69,Texas,1991
19,Combest,0,Texas,1991
20,Gonzalez,54,Texas,1991
21,Smith,23,Texas,1991
